"","am_sid","am_cat","sciname","iucn_sid","pop_trend","pop_cat","spp_group","id_no","iucn_subpop","spatial_source","cat_score","trend_score"
"2254","Fis-30919",NA,"Rondeletia loricata",60483273,"Unknown","LC",NA,NA,NA,"am",0,NA
"2258","Fis-26352",NA,"Rouleina attrita",15149121,"Unknown","LC",NA,NA,NA,"am",0,NA
"2260","Fis-27303",NA,"Saccopharynx ampullaceus",18227123,"Unknown","LC",NA,NA,NA,"am",0,NA
"2262","Fis-31271","LC","Sagamichthys abei",154750,"Unknown","LC",NA,NA,NA,"am",0,NA
"2266","Fis-28120",NA,"Sagamichthys schnakenbecki",18155952,"Unknown","LC",NA,NA,NA,"am",0,NA
"2267","Fis-29501","LC","Salmo salar",19855,NA,"LC",NA,NA,NA,"am",0,NA
"2273","Fis-21630","LC","Salmo trutta",NA,NA,"LC",NA,NA,NA,"am",0,NA
"2276","Fis-153593","LC","Salvelinus alpinus alpinus",NA,NA,"LC",NA,NA,NA,"am",0,NA
"2285","Fis-22950",NA,"Salvelinus fontinalis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2286","Fis-24332",NA,"Salvelinus malma",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2290","Fis-23765",NA,"Sardina pilchardus",198580,"Unknown","LC",NA,NA,NA,"am",0,NA
"2291","Fis-30610",NA,"Schedophilus medusophagus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2293","Fis-58405",NA,"Scomberesox saurus",190211,"Unknown","LC",NA,NA,NA,"am",0,NA
"2295","Fis-49922",NA,"Scopelarchus analis",190316,"Unknown","LC",NA,NA,NA,"am",0,NA
"2301","Fis-50311","LC","Scopeloberyx opisthopterus",155189,"Unknown","LC",NA,NA,NA,"am",0,NA
"2306","Fis-27277",NA,"Scopelogadus beanii",18238049,"Stable","DD",NA,NA,NA,"am",NA,0
"2308","Fis-27313",NA,"Scopelosaurus lepidus",190389,"Unknown","LC",NA,NA,NA,"am",0,NA
"2314","Fis-52857",NA,"Scopelosaurus mauli",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2315","Fis-3161",NA,"Scophthalmus maximus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2316","Fis-23250",NA,"Scophthalmus rhombus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2318","Fis-31235",NA,"Searsia koefoedi",190147,"Unknown","LC",NA,NA,NA,"am",0,NA
"2324","Fis-30636","EN","Sebastes fasciatus",20084,NA,"EN",NA,NA,NA,"am",0.6,NA
"2326","Fis-29522","LC","Sebastes mentella",154816,"Unknown","LC",NA,NA,NA,"am",0,NA
"2333","Fis-149739",NA,"Sebastes norvegicus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2340","Fis-160414",NA,"Sebastes variabilis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2344","Fis-30647",NA,"Sebastes viviparus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2347","Fis-64212",NA,"Serrivomer beanii",190315,"Unknown","LC",NA,NA,NA,"am",0,NA
"2349","Fis-132814","LC","Serrivomer lanceolatoides",155227,"Unknown","LC",NA,NA,NA,"am",0,NA
"2355","Fis-162325",NA,"Sigmops bathyphilus",18252853,"Unknown","LC",NA,NA,NA,"am",0,NA
"2357","Fis-23272",NA,"Solea solea",198739,"Stable","DD",NA,NA,NA,"am",NA,0
"2358","Fis-22831","NT","Somniosus microcephalus",60213,"Unknown","NT",NA,NA,NA,"am",0.2,NA
"2365","Fis-23277","VU","Sphyrna zygaena",39388,"Decreasing","VU",NA,NA,NA,"am",0.4,-0.5
"2367","Fis-23825",NA,"Spinachia spinachia",18257762,"Stable","LC",NA,NA,NA,"am",0,0
"2370","Fis-50565",NA,"Spiniphryne gladisfenae",190402,"Unknown","LC",NA,NA,NA,"am",0,NA
"2373","Fis-29532","VU","Squalus acanthias",39326,"Decreasing","VU",NA,NA,NA,"am",0.4,-0.5
"2380","Fis-24789",NA,"Stephanolepis hispidus",16781168,"Unknown","LC",NA,NA,NA,"am",0,NA
"2386","Fis-144084",NA,"Stichaeus punctatus punctatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2391","Fis-23839",NA,"Stomias boa boa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2397","Fis-114937",NA,"Symphurus billykrietei",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2398","Fis-33179","LC","Synaphobranchus kaupii",155246,"Stable","LC",NA,NA,NA,"am",0,0
"2403","Fis-30688",NA,"Syngnathus acus",198765,"Unknown","LC",NA,NA,NA,"am",0,NA
"2404","Fis-30699",NA,"Syngnathus typhle",198767,"Unknown","LC",NA,NA,NA,"am",0,NA
"2405","Fis-30708",NA,"Taractes asper",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2409","Fis-23853",NA,"Taurulus bubalis",198741,"Unknown","LC",NA,NA,NA,"am",0,NA
"2410","Fis-30711",NA,"Tetragonurus cuvieri",198716,"Stable","LC",NA,NA,NA,"am",0,0
"2415","Fis-33128","LC","Thalassobathia pelagica",154798,"Unknown","LC",NA,NA,NA,"am",0,NA
"2421","Fis-22964",NA,"Theragra chalcogramma",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2423","Fis-30723","DD","Torpedo nobiliana",161580,"Unknown","DD",NA,NA,NA,"am",NA,NA
"2425","Fis-25029",NA,"Trachipterus arcticus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2430","Fis-23873",NA,"Trachurus trachurus",198647,"Decreasing","VU",NA,NA,NA,"am",0.4,-0.5
"2431","Fis-63107",NA,"Trachyrincus murrayi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2437","Fis-5669",NA,"Trigloporus lastoviza",198751,"Unknown","LC",NA,NA,NA,"am",0,NA
"2438","Fis-5669",NA,"Trigloporus lastoviza",15623273,"Unknown","LC",NA,NA,NA,"am",0,NA
"2439","Fis-30902",NA,"Triglops murrayi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2446","Fis-30903",NA,"Triglops nybelini",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2453","Fis-62940",NA,"Triglops pingelii",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2462","Fis-32108",NA,"Trigonolampa miriceps",18257684,"Unknown","LC",NA,NA,NA,"am",0,NA
"2464","Fis-23875",NA,"Trisopterus esmarkii",18125208,"Increasing","LC",NA,NA,NA,"am",0,0.5
"2469","Fis-30752",NA,"Uroconger syringinus",190400,"Unknown","LC",NA,NA,NA,"am",0,NA
"2470","Fis-22973",NA,"Urophycis tenuis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2472","Fis-28170",NA,"Valenciennellus tripunctulatus",18253303,"Unknown","LC",NA,NA,NA,"am",0,NA
"2475","Fis-25437",NA,"Xenodermichthys copei",15149335,"Unknown","LC",NA,NA,NA,"am",0,NA
"2480","Fis-61628","DD","Zameus squamulosus",60215,"Unknown","DD",NA,NA,NA,"am",NA,NA
"2482","Fis-30758",NA,"Zeus faber",198769,"Stable","DD",NA,NA,NA,"am",NA,0
"2487","Fis-23316",NA,"Zoarces viviparus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2488","Fis-63121",NA,"Bythites islandicus",57453648,"Unknown","DD",NA,NA,NA,"am",NA,NA
"2491","Fis-47521",NA,"Careproctus micropus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2494","Fis-47484",NA,"Cottunculus sadko",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2503","Fis-50599",NA,"Gigantactis longicirra",60470683,"Unknown","LC",NA,NA,NA,"am",0,NA
"2508","Fis-145273",NA,"Gyrinomimus myersi",190331,"Unknown","DD",NA,NA,NA,"am",NA,NA
"2509","Fis-63129",NA,"Linophryne algibarbata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2514","Fis-159060",NA,"Linophryne bicornis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2515","Fis-170112",NA,"Liparis bathyarcticus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2521","Fis-53631",NA,"Lophotus capellei",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2526","Fis-47453",NA,"Lycenchelys muraena",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2532","Fis-116941",NA,"Lycodes adolfi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2538","Fis-117866",NA,"Lycodes luetkenii",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2546","Fis-152512",NA,"Lycodes marisalbi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2555","Fis-154525","LC","Myxine jespersenae",196061,"Unknown","LC",NA,NA,NA,"am",0,NA
"2556","Fis-132693","DD","Oneirodes epithales",154751,"Unknown","DD",NA,NA,NA,"am",NA,NA
"2557","Fis-154884",NA,"Paraliparis liparinus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2558","Fis-153714",NA,"Phyllorhinichthys balushkini",60482553,"Unknown","LC",NA,NA,NA,"am",0,NA
"2564","Fis-146385",NA,"Psednos gelatinosus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2569","Fis-146041",NA,"Psednos melanocephalus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2570","Fis-146390",NA,"Psednos micruroides",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2576","Fis-63133",NA,"Psychrolutes subspinosus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2581","Fis-63137",NA,"Rhodichthys regina",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2588","W-Pho-128548",NA,"Phoronis hippocrepia",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2590","ITS-563986",NA,"Symbion pandora",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2592","W-Msc-420543",NA,"Gastropteron chacmol",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2593","W-Msc-139325",NA,"Oenopota obliqua",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2599","W-Msc-420571",NA,"Elysia cornigera",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2600","W-Msc-140275",NA,"Erginus rubellus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2607","W-Msc-139994",NA,"Flabellina pellucida",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2608","SLB-76350",NA,"Euspira pallida",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2609","W-Msc-139580",NA,"Geitodoris planata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2610","W-Msc-156714",NA,"Flabellina gracilis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2615","W-Msc-156715",NA,"Flabellina nobilis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2621","W-Msc-138938",NA,"Volutopsius norwegicus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2626","W-Msc-140525",NA,"Cryptonatica affinis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2633","W-Msc-160240",NA,"Curtitoma incisula",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2634","W-Msc-160248",NA,"Curtitoma violacea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2641","W-Msc-156708",NA,"Cuthona veronicae",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2642","W-Msc-141228",NA,"Alvania pseudoareolata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2643","W-Msc-138870",NA,"Buccinum nivale",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2648","SLB-77354",NA,"Chromodoris kempfi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2649","W-Msc-156447",NA,"Tachyrhynchus reticulatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2654","W-Msc-224618",NA,"Thuridilla picta",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2660","W-Msc-532728",NA,"Diacavolinia deblainvillei",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2661","W-Msc-139039",NA,"Diacavolinia deshayesi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2662","W-Msc-160262",NA,"Diacavolinia elegans",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2663","SLB-80064",NA,"Diacria maculata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2664","W-Msc-456584",NA,"Discurria insessa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2668","SLB-71687",NA,"Hedylopsis riseri",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2669","W-Msc-160456",NA,"Propebela concinnula",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2670","W-Msc-141822",NA,"Margarites olivaceus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2675","W-Msc-141820",NA,"Margarites groenlandicus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2679","W-Msc-531383",NA,"Helminthope psammobionta",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2680","W-Msc-420593",NA,"Hypselodoris sycilla",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2681","W-Msc-139305",NA,"Nepotilla amoena",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2688","W-Msc-445357",NA,"Haliotis rufescens",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2691","W-Msc-139975",NA,"Puncturella noachina",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2696","W-Msc-367955",NA,"Diodora aspera",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2700","W-Msc-141283",NA,"Frigidoalvania janmayeni",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2704","W-Msc-254378",NA,"Pyrulofusus deformis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2710","W-Msc-534197",NA,"Calliostoma annulatum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2714","W-Msc-580412",NA,"Calliostoma ligatum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2718","W-Msc-141846",NA,"Solariella varicosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2719","W-Msc-140170",NA,"Lacuna vincta",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2720","W-Msc-140264",NA,"Littorina saxatilis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2724","W-Msc-140263",NA,"Littorina obtusata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2726","W-Msc-160443",NA,"Sayella fusca",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2727","W-Msc-141308",NA,"Onoba aculeus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2732","W-Msc-141539",NA,"Skeneopsis planorbis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2733","W-Msc-140616",NA,"Omalogyra atomus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2740","W-Msc-196391",NA,"Tachyrhynchus erosus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2747","W-Msc-141905",NA,"Velutina velutina",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2754","W-Msc-141902",NA,"Velutina plicatilis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2759","W-Msc-140175",NA,"Marsenina glabra",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2764","W-Msc-240767",NA,"Ceratostoma foliatum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2768","W-Msc-138864",NA,"Buccinum glaciale",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2772","SLB-73565",NA,"Buccinum polaris",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2775","W-Msc-160133",NA,"Buccinum sericatum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2780","SLB-73531",NA,"Buccinum belcheri",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2784","W-Msc-138866",NA,"Buccinum hydrophanum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2790","W-Msc-138869",NA,"Buccinum micropoma",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2795","W-Msc-138855",NA,"Beringius turtoni",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2796","W-Msc-138902",NA,"Colus islandicus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2801","W-Msc-138923",NA,"Neptunea despecta",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2806","W-Msc-160060",NA,"Cylichna gouldii",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2811","W-Msc-160061",NA,"Cylichna eburnea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2812","W-Msc-420541",NA,"Scaphander pilsbryi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2813","W-Msc-532268",NA,"Philine sagra",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2814","W-Msc-420438",NA,"Boonea seminuda",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2815","W-Msc-510959",NA,"Bullina exquisita",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2816","W-Msc-420531",NA,"Acteocina bullata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2817","W-Msc-420530",NA,"Acteocina atrata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2818","SLB-72779",NA,"Philine cingulata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2819","SLB-72782",NA,"Philine fragilis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2820","W-Msc-139553",NA,"Diaphana hiemalis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2826","W-Msc-420616",NA,"Polycera odhneri",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2827","W-Msc-531065",NA,"Polycera rycia",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2828","W-Msc-156743",NA,"Issena ramosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2829","W-Msc-420520",NA,"Bulla eburneola",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2830","SLB-72669",NA,"Bulla gemma",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2831","W-Msc-156655",NA,"Haminoea solitaria",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2832","W-Msc-420526",NA,"Haminoea succinea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2833","W-Msc-532293",NA,"Haminoea petitii",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2834","W-Msc-532421",NA,"Atys obscuratus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2835","W-Msc-420553",NA,"Volvulella texasiana",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2836","W-Msc-140224",NA,"Limacina helicoides",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2837","W-Msc-536817",NA,"Diaulula sandiegensis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2841","W-Msc-139623",NA,"Doris verrucosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2842","SLB-77318",NA,"Archidoris montereyensis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2847","W-Msc-533466",NA,"Taringa telopia",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2848","W-Msc-579053",NA,"Peltodoris greeleyi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2849","W-Msc-156725",NA,"Onchidoris grisea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2850","W-Msc-181213",NA,"Elysia papillosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2851","W-Msc-420573",NA,"Elysia patina",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2852","W-Msc-420574",NA,"Elysia serca",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2853","W-Msc-140090",NA,"Cyerce cristallina",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2854","W-Msc-139525",NA,"Dendronotus robustus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2859","W-Msc-156742",NA,"Doto formosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2860","W-Msc-420619",NA,"Armina wattla",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2861","W-Msc-581837",NA,"Dirona albolineata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2863","W-Msc-156712",NA,"Eubranchus olivaceus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2864","W-Msc-139768",NA,"Eubranchus pallidus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2865","W-Msc-139765",NA,"Eubranchus exiguus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2874","SLB-78014",NA,"Bosellia marcusi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2875","W-Msc-420581",NA,"Costasiella ocellifera",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2876","W-Msc-420580",NA,"Costasiella nonatoi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2877","W-Msc-160031",NA,"Aplysia morio",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2878","W-Msc-420562",NA,"Aplysia cervina",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2879","W-Msc-370566",NA,"Syphonota geographica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2880","W-Msc-581424",NA,"Stylocheilus citrinus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2881","W-Msc-534375",NA,"Berthella agassizii",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2882","W-Msc-420583",NA,"Tylodina americana",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2883","W-Msc-181223",NA,"Okenia zoobotryon",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2884","W-Msc-156711",NA,"Doriopsilla pharpa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2885","W-Msc-533040",NA,"Marionia cucullata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2887","W-Msc-141630",NA,"Cuthona perca",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2888","W-Msc-153380",NA,"Cuthona gymnota",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2897","W-Msc-141612",NA,"Catriona maua",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2898","W-Msc-367883",NA,"Hermissenda crassicornis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2902","W-Msc-156811",NA,"Cratena pilata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2903","W-Msc-420631",NA,"Godiva rubrolineata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2904","W-Msc-420629",NA,"Cerberilla tanna",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2905","W-Iso-174518",NA,"Antarcturus horridus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2910","W-Iso-174520",NA,"Antarcturus polaris",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2915","W-Iso-119017",NA,"Astacilla arietina",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2917","SLB-13031",NA,"Aega glacialis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2922","W-Iso-118775",NA,"Austroniscus norbi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2927","W-Iso-175221",NA,"Austroniscus ovalis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2932","W-Iso-257114",NA,"Caecognathia hodgsoni",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2937","W-Iso-174920",NA,"Eisothistos antarcticus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2942","W-Iso-423421",NA,"Haplomesus angustus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2947","W-Iso-118662",NA,"Haploniscus ingolfi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2951","W-Iso-118625",NA,"Eurycope ratmanovi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2954","W-Iso-174631",NA,"Litarcturus lillei",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2959","SLB-16024",NA,"Politolana micropthalma",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2961","ITS-659875",NA,"Cinetorhynchus rigens",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2962","ITS-660121",NA,"Gastroptychus formosus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2968","ITS-89948",NA,"Boreomysis megalops",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2969","ITS-90036",NA,"Mysidella typica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2970","ITS-90569",NA,"Hemimysis abyssicola",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2975","W-Tnd-136554",NA,"Typhlotanais brevicornis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2977","W-Tnd-247599",NA,"Paratyphlotanais microcheles",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2978","W-Iso-255903",NA,"Heteromesus granulatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2979","W-Iso-255685",NA,"Eugerda intermedia",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2981","W-Iso-118676",NA,"Ilyarachna hirticeps",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2982","ITS-96118",NA,"Acanthephyra armata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2987","ITS-96160",NA,"Stylodactylus licinus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2992","ITS-206282",NA,"Lernaeodiscus ingolfi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2993","ITS-656218",NA,"Ornatoscalpellum stroemii",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2994","ITS-668133",NA,"Coullana canadensis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2995","ITS-87294",NA,"Aegisthus mucronatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2996","ITS-85107",NA,"Xestoleberis aurantia",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2997","SLB-2809",NA,"Bylgides sarsi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"2999","W-Pol-238542",NA,"Typosyllis cornuta",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3000","SLB-3283",NA,"Exogone naidina",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3004","W-Pol-130888",NA,"Chone duneri",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3010","W-Pol-130871",NA,"Bispira crassicornis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3011","SLB-173598",NA,"Aricidea belgicae",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3014","W-Pol-131121",NA,"Dipolydora quadrilobata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3020","W-Pol-131516",NA,"Pista cristata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3021","SLB-3921",NA,"Myxicola infundibulum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3022","W-Pol-131051",NA,"Serpula vermicularis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3023","SLB-4371",NA,"Pista maculata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3029","Hex-1743",NA,"Halcurias pilatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3030","SLB-92563",NA,"Hydractinia minuta",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3031","W-Hyd-284840",NA,"Hydractinia arge",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3032","W-Hyd-157917",NA,"Bougainvillia carolinensis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3033","W-Hyd-418879",NA,"Eudendrium eximium",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3034","W-Hyd-117411",NA,"Lafoeina maxima",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3040","W-Hyd-117821",NA,"Plumularia floridana",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3041","W-Hyd-284234",NA,"Bougainvillia frondosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3042","W-Hyd-221105",NA,"Koellikerina elegans",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3043","W-Hyd-117428",NA,"Cordylophora caspia",NA,NA,NA,NA,NA,NA,"am",NA,NA
