am_sid,am_cat,sciname,iucn_sid,pop_trend,pop_cat,spp_group,id_no,iucn_subpop,spatial_source,cat_score,trend_score,rgn_id,rgn_name
W-Gtr-114668,NA,Tetranchyroderma tribolosum,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
W-Sca-344645,NA,Dentalium gouldii,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Sca-344520,NA,Paradentalium americanum,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
SLB-88164,NA,Nephasoma abyssorum,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
SLB-88164,NA,Nephasoma abyssorum,NA,NA,NA,NA,NA,NA,am,NA,NA,5,svalbard
SLB-88164,NA,Nephasoma abyssorum,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
SLB-88164,NA,Nephasoma abyssorum,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
SLB-88164,NA,Nephasoma abyssorum,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
SLB-88172,NA,Nephasoma eremita,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
SLB-88176,NA,Nephasoma lilljeborgi,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
SLB-88176,NA,Nephasoma lilljeborgi,NA,NA,NA,NA,NA,NA,am,NA,NA,5,svalbard
SLB-88176,NA,Nephasoma lilljeborgi,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
SLB-88176,NA,Nephasoma lilljeborgi,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
SLB-88176,NA,Nephasoma lilljeborgi,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
SLB-88176,NA,Nephasoma lilljeborgi,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
ITS-772548,NA,Phascolopsis gouldii,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Sca-344255,NA,Heteroschismoides subterfissus,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
W-Sca-344255,NA,Heteroschismoides subterfissus,NA,NA,NA,NA,NA,NA,am,NA,NA,5,svalbard
W-Sca-344255,NA,Heteroschismoides subterfissus,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
W-Sca-344255,NA,Heteroschismoides subterfissus,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
W-Sca-344255,NA,Heteroschismoides subterfissus,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Sca-344255,NA,Heteroschismoides subterfissus,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
W-Sca-344444,NA,Antalis pilsbryi,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Sca-344424,NA,Pulsellum verrilli,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Sca-344471,NA,Polyschides miamiensis,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Sca-344477,NA,Polyschides rushii,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Sca-344482,NA,Polyschides tetrodon,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Sca-344325,NA,Gadila agassizii,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Sca-344573,NA,Gadila pandionis,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Sca-344353,NA,Gadila mayori,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Bra-235385,NA,Novocrania anomala,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
W-Bra-104052,NA,Cryptopora gnomon,NA,NA,NA,NA,NA,NA,am,NA,NA,1,Alaska
W-Bra-104052,NA,Cryptopora gnomon,NA,NA,NA,NA,NA,NA,am,NA,NA,2,Nunavut
W-Bra-104052,NA,Cryptopora gnomon,NA,NA,NA,NA,NA,NA,am,NA,NA,3,Beaufort Sea
W-Bra-104052,NA,Cryptopora gnomon,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
W-Bra-104052,NA,Cryptopora gnomon,NA,NA,NA,NA,NA,NA,am,NA,NA,5,svalbard
W-Bra-104052,NA,Cryptopora gnomon,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
W-Bra-104052,NA,Cryptopora gnomon,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
W-Bra-104052,NA,Cryptopora gnomon,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Bra-104052,NA,Cryptopora gnomon,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
URM-2-1473,NA,Bonellia viridis,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
ITS-156736,NA,Loxosoma murmanica,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
ITS-156736,NA,Loxosoma murmanica,NA,NA,NA,NA,NA,NA,am,NA,NA,5,svalbard
ITS-156736,NA,Loxosoma murmanica,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
ITS-156736,NA,Loxosoma murmanica,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
W-Cha-105414,NA,Eukrohnia bathypelagica,NA,NA,NA,NA,NA,NA,am,NA,NA,2,Nunavut
W-Cha-105414,NA,Eukrohnia bathypelagica,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
W-Cha-105414,NA,Eukrohnia bathypelagica,NA,NA,NA,NA,NA,NA,am,NA,NA,5,svalbard
W-Cha-105414,NA,Eukrohnia bathypelagica,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
W-Cha-105414,NA,Eukrohnia bathypelagica,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
W-Cha-105414,NA,Eukrohnia bathypelagica,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Cha-105414,NA,Eukrohnia bathypelagica,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
URM-M-1276,NA,Rugiloricus cauliculus,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
URM-M-1276,NA,Rugiloricus cauliculus,NA,NA,NA,NA,NA,NA,am,NA,NA,5,svalbard
URM-M-1276,NA,Rugiloricus cauliculus,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
URM-M-1276,NA,Rugiloricus cauliculus,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
URM-M-119,NA,Bathyctena chuni,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
URM-M-181,NA,Bathocyroe fosteri,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Prl-101157,NA,Priapulopsis bicaudatus,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
W-Prl-101157,NA,Priapulopsis bicaudatus,NA,NA,NA,NA,NA,NA,am,NA,NA,5,svalbard
W-Prl-101157,NA,Priapulopsis bicaudatus,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
W-Prl-101157,NA,Priapulopsis bicaudatus,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
SLB-88649,NA,Cardium edule,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
SLB-88649,NA,Cardium edule,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
ITS-708795,NA,Loxosoma pectinaricola,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
ITS-708795,NA,Loxosoma pectinaricola,NA,NA,NA,NA,NA,NA,am,NA,NA,5,svalbard
ITS-708795,NA,Loxosoma pectinaricola,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
ITS-708795,NA,Loxosoma pectinaricola,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
ITS-708796,NA,Loxosoma rhodinicola,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
ITS-708796,NA,Loxosoma rhodinicola,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
ITS-708796,NA,Loxosoma rhodinicola,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
ITS-708797,NA,Loxosomella elegans,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
ITS-708797,NA,Loxosomella elegans,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
ITS-708797,NA,Loxosomella elegans,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
ITS-708754,NA,Loxosomella marsypos,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
ITS-708803,NA,Loxosomella nitschei,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
ITS-708803,NA,Loxosomella nitschei,NA,NA,NA,NA,NA,NA,am,NA,NA,5,svalbard
ITS-708803,NA,Loxosomella nitschei,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
ITS-708803,NA,Loxosomella nitschei,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
ITS-708803,NA,Loxosomella nitschei,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
ITS-708805,NA,Loxosomella phascolosomata,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
ITS-708805,NA,Loxosomella phascolosomata,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
ITS-708805,NA,Loxosomella phascolosomata,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
ITS-708716,NA,Loxosomella compressa,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
ITS-708716,NA,Loxosomella compressa,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
ITS-708794,NA,Loxosomella nordgaardi,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
ITS-708794,NA,Loxosomella nordgaardi,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
ITS-708808,NA,Loxosomella discopoda,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
ITS-708808,NA,Loxosomella discopoda,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
ITS-708887,NA,Loxosomella obesa,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
SLB-92490,NA,Corymorpha gracilis,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Por-164605,NA,Sycon protectum,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
SLB-94100,NA,Leucosolenia canariensis,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
SLB-94100,NA,Leucosolenia canariensis,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
SLB-94100,NA,Leucosolenia canariensis,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
SLB-94177,NA,Leucosolenia lamarckii,NA,NA,NA,NA,NA,NA,am,NA,NA,1,Alaska
SLB-94177,NA,Leucosolenia lamarckii,NA,NA,NA,NA,NA,NA,am,NA,NA,2,Nunavut
SLB-94177,NA,Leucosolenia lamarckii,NA,NA,NA,NA,NA,NA,am,NA,NA,3,Beaufort Sea
SLB-94177,NA,Leucosolenia lamarckii,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
SLB-94177,NA,Leucosolenia lamarckii,NA,NA,NA,NA,NA,NA,am,NA,NA,5,svalbard
SLB-94177,NA,Leucosolenia lamarckii,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
SLB-94177,NA,Leucosolenia lamarckii,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
SLB-94177,NA,Leucosolenia lamarckii,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
SLB-94177,NA,Leucosolenia lamarckii,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
W-Msc-159929,NA,Chaetoderma canadense,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Msc-139115,NA,Falcidens sagittiferus,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
W-Msc-139115,NA,Falcidens sagittiferus,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
W-Msc-544986,NA,Prochaetoderma californicum,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
W-Msc-140249,NA,Scutopus robustus,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
W-Msc-140249,NA,Scutopus robustus,NA,NA,NA,NA,NA,NA,am,NA,NA,5,svalbard
W-Msc-140249,NA,Scutopus robustus,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
W-Msc-140249,NA,Scutopus robustus,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
W-Msc-140249,NA,Scutopus robustus,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
ITS-708791,NA,Loxosoma significans,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
ITS-708791,NA,Loxosoma significans,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
W-Msc-391075,NA,Meiomenia arenicola,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Msc-140859,NA,Dorymenia sarsii,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
W-Msc-140859,NA,Dorymenia sarsii,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
W-Msc-140859,NA,Dorymenia sarsii,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
W-Sca-140892,NA,Pulsellum affine,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
W-Sca-140892,NA,Pulsellum affine,NA,NA,NA,NA,NA,NA,am,NA,NA,5,svalbard
W-Sca-140892,NA,Pulsellum affine,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
W-Sca-140892,NA,Pulsellum affine,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
W-Sca-140892,NA,Pulsellum affine,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
W-Acl-142698,NA,Notocelis gullmarensis,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
W-Acl-142698,NA,Notocelis gullmarensis,NA,NA,NA,NA,NA,NA,am,NA,NA,5,svalbard
W-Acl-142698,NA,Notocelis gullmarensis,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
W-Acl-142698,NA,Notocelis gullmarensis,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
W-Acl-142698,NA,Notocelis gullmarensis,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Acl-142698,NA,Notocelis gullmarensis,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
W-Sca-140004,NA,Cadulus gracilis,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
W-Sca-140004,NA,Cadulus gracilis,NA,NA,NA,NA,NA,NA,am,NA,NA,5,svalbard
W-Sca-140004,NA,Cadulus gracilis,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
W-Sca-140004,NA,Cadulus gracilis,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
W-Sca-140004,NA,Cadulus gracilis,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
W-Oct-156103,NA,Gersemia rubiformis,NA,NA,NA,NA,NA,NA,am,NA,NA,1,Alaska
W-Oct-156103,NA,Gersemia rubiformis,NA,NA,NA,NA,NA,NA,am,NA,NA,2,Nunavut
W-Oct-156103,NA,Gersemia rubiformis,NA,NA,NA,NA,NA,NA,am,NA,NA,3,Beaufort Sea
W-Oct-156103,NA,Gersemia rubiformis,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
W-Oct-156103,NA,Gersemia rubiformis,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Oct-125397,NA,Spinimuricea atlantica,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Iso-118636,NA,Munnopsurus giganteus,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
W-Iso-118636,NA,Munnopsurus giganteus,NA,NA,NA,NA,NA,NA,am,NA,NA,5,svalbard
W-Iso-118636,NA,Munnopsurus giganteus,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
W-Iso-118636,NA,Munnopsurus giganteus,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
W-Iso-118636,NA,Munnopsurus giganteus,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
SLB-116784,NA,Cumella ocellata,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
SLB-116784,NA,Cumella ocellata,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
SLB-131534,NA,Corallina officinalis,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
SLB-131534,NA,Corallina officinalis,NA,NA,NA,NA,NA,NA,am,NA,NA,5,svalbard
SLB-131534,NA,Corallina officinalis,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
SLB-131534,NA,Corallina officinalis,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
SLB-131534,NA,Corallina officinalis,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
SLB-131534,NA,Corallina officinalis,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
SLB-133812,NA,Chondrus crispus,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
SLB-133812,NA,Chondrus crispus,NA,NA,NA,NA,NA,NA,am,NA,NA,5,svalbard
SLB-133812,NA,Chondrus crispus,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
SLB-133812,NA,Chondrus crispus,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
SLB-133812,NA,Chondrus crispus,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
SLB-133812,NA,Chondrus crispus,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
SLB-153747,NA,Pikea californica,NA,NA,NA,NA,NA,NA,am,NA,NA,1,Alaska
SLB-153747,NA,Pikea californica,NA,NA,NA,NA,NA,NA,am,NA,NA,2,Nunavut
SLB-153747,NA,Pikea californica,NA,NA,NA,NA,NA,NA,am,NA,NA,3,Beaufort Sea
SLB-153747,NA,Pikea californica,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
SLB-153747,NA,Pikea californica,NA,NA,NA,NA,NA,NA,am,NA,NA,5,svalbard
SLB-153747,NA,Pikea californica,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
SLB-153747,NA,Pikea californica,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
SLB-153747,NA,Pikea californica,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
W-For-112674,NA,Quinqueloculina seminula,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
W-For-112674,NA,Quinqueloculina seminula,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-For-114165,NA,Lagenammina difflugiformis,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
W-For-114165,NA,Lagenammina difflugiformis,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Msc-160244,NA,Curtitoma reticulata,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Msc-159903,NA,Limneria undata,NA,NA,NA,NA,NA,NA,am,NA,NA,2,Nunavut
W-Msc-159903,NA,Limneria undata,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
W-Msc-159903,NA,Limneria undata,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
W-Msc-159903,NA,Limneria undata,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
W-Msc-159903,NA,Limneria undata,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Msc-159903,NA,Limneria undata,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
SLB-176677,NA,Alvania moerchii,NA,NA,NA,NA,NA,NA,am,NA,NA,2,Nunavut
SLB-176677,NA,Alvania moerchii,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
SLB-176677,NA,Alvania moerchii,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
SLB-176677,NA,Alvania moerchii,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
SLB-176677,NA,Alvania moerchii,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
W-Msc-140420,NA,Trophon clathratus,NA,NA,NA,NA,NA,NA,am,NA,NA,2,Nunavut
W-Msc-140420,NA,Trophon clathratus,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
W-Msc-140420,NA,Trophon clathratus,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
W-Msc-140420,NA,Trophon clathratus,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Msc-140420,NA,Trophon clathratus,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
W-Msc-141235,NA,Alvania scrobiculata,NA,NA,NA,NA,NA,NA,am,NA,NA,2,Nunavut
W-Msc-141235,NA,Alvania scrobiculata,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
W-Msc-141235,NA,Alvania scrobiculata,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
W-Msc-141235,NA,Alvania scrobiculata,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Msc-141235,NA,Alvania scrobiculata,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
W-Msc-147146,NA,Scabrotrophon fabricii,NA,NA,NA,NA,NA,NA,am,NA,NA,2,Nunavut
W-Msc-147146,NA,Scabrotrophon fabricii,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
W-Msc-147146,NA,Scabrotrophon fabricii,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
W-Msc-147146,NA,Scabrotrophon fabricii,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Msc-147146,NA,Scabrotrophon fabricii,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
SLB-177377,NA,Colus kroeyeri,NA,NA,NA,NA,NA,NA,am,NA,NA,2,Nunavut
SLB-177377,NA,Colus kroeyeri,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
SLB-177377,NA,Colus kroeyeri,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
SLB-177377,NA,Colus kroeyeri,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
SLB-177377,NA,Colus kroeyeri,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
W-Msc-159883,NA,Iothia radiata,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Msc-141317,NA,Onoba mighelsii,NA,NA,NA,NA,NA,NA,am,NA,NA,2,Nunavut
W-Msc-141317,NA,Onoba mighelsii,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
W-Msc-141317,NA,Onoba mighelsii,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Msc-141317,NA,Onoba mighelsii,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
SLB-177886,NA,Trophon truncatus,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
SLB-177886,NA,Trophon truncatus,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
W-Msc-141315,NA,Onoba leptalea,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
W-Msc-370549,NA,Doridoxa ingolfiana,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
W-Msc-370549,NA,Doridoxa ingolfiana,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Msc-370549,NA,Doridoxa ingolfiana,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
W-Msc-146868,NA,Cylichna magna,NA,NA,NA,NA,NA,NA,am,NA,NA,2,Nunavut
W-Msc-146868,NA,Cylichna magna,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
W-Msc-146868,NA,Cylichna magna,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
W-Msc-146868,NA,Cylichna magna,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Msc-146868,NA,Cylichna magna,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
W-Msc-160143,NA,Buccinum finmarkianum,NA,NA,NA,NA,NA,NA,am,NA,NA,2,Nunavut
W-Msc-160143,NA,Buccinum finmarkianum,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
W-Msc-160143,NA,Buccinum finmarkianum,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
W-Msc-160143,NA,Buccinum finmarkianum,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Msc-160143,NA,Buccinum finmarkianum,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
W-Msc-142010,NA,Yoldiella solidula,NA,NA,NA,NA,NA,NA,am,NA,NA,2,Nunavut
W-Msc-142010,NA,Yoldiella solidula,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
W-Msc-142010,NA,Yoldiella solidula,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
W-Msc-142010,NA,Yoldiella solidula,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Msc-142010,NA,Yoldiella solidula,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
W-Pol-129782,NA,Ampharete petersenae,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
W-Pol-129782,NA,Ampharete petersenae,NA,NA,NA,NA,NA,NA,am,NA,NA,5,svalbard
W-Pol-129782,NA,Ampharete petersenae,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
W-Pol-129782,NA,Ampharete petersenae,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
W-Pol-129782,NA,Ampharete petersenae,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Pol-129782,NA,Ampharete petersenae,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
W-Hyd-117870,NA,Abietinaria abietina,NA,NA,NA,NA,NA,NA,am,NA,NA,1,Alaska
W-Hyd-117870,NA,Abietinaria abietina,NA,NA,NA,NA,NA,NA,am,NA,NA,2,Nunavut
W-Hyd-117870,NA,Abietinaria abietina,NA,NA,NA,NA,NA,NA,am,NA,NA,3,Beaufort Sea
W-Hyd-117870,NA,Abietinaria abietina,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
W-Hyd-117870,NA,Abietinaria abietina,NA,NA,NA,NA,NA,NA,am,NA,NA,5,svalbard
W-Hyd-117870,NA,Abietinaria abietina,NA,NA,NA,NA,NA,NA,am,NA,NA,6,norway
W-Hyd-117870,NA,Abietinaria abietina,NA,NA,NA,NA,NA,NA,am,NA,NA,7,Jan Mayen
W-Hyd-117870,NA,Abietinaria abietina,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Hyd-117870,NA,Abietinaria abietina,NA,NA,NA,NA,NA,NA,am,NA,NA,9,east
W-Hyd-196556,NA,Abyla haeckeli,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
SLB-64971,NA,Abylopsis eschscholtzi,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
W-Hyd-135403,NA,Abylopsis tetragona,NA,NA,NA,NA,NA,NA,am,NA,NA,1,Alaska
W-Hyd-135403,NA,Abylopsis tetragona,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
W-Hyd-135403,NA,Abylopsis tetragona,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
ITS-96119,NA,Acanthephyra acutifrons,NA,NA,NA,NA,NA,NA,am,NA,NA,1,Alaska
ITS-96119,NA,Acanthephyra acutifrons,NA,NA,NA,NA,NA,NA,am,NA,NA,2,Nunavut
ITS-96119,NA,Acanthephyra acutifrons,NA,NA,NA,NA,NA,NA,am,NA,NA,3,Beaufort Sea
ITS-96119,NA,Acanthephyra acutifrons,NA,NA,NA,NA,NA,NA,am,NA,NA,4,Russia
ITS-96119,NA,Acanthephyra acutifrons,NA,NA,NA,NA,NA,NA,am,NA,NA,8,west
ITS-96116,NA,Acanthephyra brevirostris,NA,NA,NA,NA,NA,NA,am,NA,NA,1,Alaska
ITS-96116,NA,Acanthephyra brevirostris,NA,NA,NA,NA,NA,NA,am,NA,NA,2,Nunavut
